Date,Price,Open,High,Low,Vol.,Change %
6-Aug-12,152.04,151.9,154.84,151.21,95.26K,-0.54%
3-Aug-12,152.87,150.2,154.89,149.01,407.47K,1.84%
2-Aug-12,150.11,145.74,150.94,145.24,7.67M,3.78%
1-Aug-12,144.64,144.78,146.02,143.63,1.55M,0.16%
31-Jul-12,144.41,145.38,145.83,141.65,89.54K,-0.35%
30-Jul-12,144.92,140.64,145.24,140.64,109.23K,3.01%
27-Jul-12,140.69,139.72,142.71,139.72,135.57K,0.99%
26-Jul-12,139.31,138.8,140.55,137.42,80.48K,1.04%
25-Jul-12,137.88,141.56,141.56,137.19,1.98M,-1.84%
24-Jul-12,140.46,140.64,141.56,140.18,2.28M,-0.49%
23-Jul-12,141.15,143.08,143.08,140,80.48K,-1.47%
20-Jul-12,143.26,144.46,144.69,143.03,36.44K,-0.83%
19-Jul-12,144.46,145.24,145.97,143.95,79.90K,0.10%
18-Jul-12,144.32,145.1,145.42,143.63,45.65K,-0.79%
17-Jul-12,145.47,146.29,147.31,144.59,83.21K,-0.06%
16-Jul-12,145.56,146.43,147.67,145.15,61.38K,-0.75%
13-Jul-12,146.66,146.16,147.81,146.16,42.84K,0.28%
12-Jul-12,146.25,146.16,147.08,144.46,44.53K,-0.84%
11-Jul-12,147.49,146.16,149.83,146.16,73.68K,0.44%
10-Jul-12,146.85,147.54,147.54,145.05,66.08K,-0.03%
9-Jul-12,146.89,147.35,147.35,144.87,52.42K,-0.66%
6-Jul-12,147.86,149.33,149.33,146.94,35.56K,-0.49%
5-Jul-12,148.59,147.4,149.33,146.29,79.71K,0.40%
4-Jul-12,148,147.26,148.91,145.61,182.53K,-0.03%
3-Jul-12,148.04,148.27,149.37,146.57,107.30K,-0.12%
2-Jul-12,148.22,146.52,148.87,146.52,73.77K,0.93%
29-Jun-12,146.85,145.24,147.4,145.24,148.85K,1.59%
28-Jun-12,144.55,142.71,145.19,142.3,100.68K,1.49%
27-Jun-12,142.43,142.48,143.81,141.97,91.06K,0.84%
26-Jun-12,141.24,140.27,141.88,139.45,58.96K,0.89%
25-Jun-12,140,139.72,141.61,139.17,137.59K,0.10%
22-Jun-12,139.86,138.76,141.01,137.42,102.18K,0.43%
21-Jun-12,139.26,138.16,139.72,137.19,123.27K,1.20%
20-Jun-12,137.61,137.06,139.72,137.06,71.13K,-0.13%
19-Jun-12,137.79,136.14,139.12,135.54,109.06K,0.30%
18-Jun-12,137.38,138.16,139.81,135.77,96.20K,-0.43%
15-Jun-12,137.98,137.01,138.8,135.36,125.81K,1.15%
14-Jun-12,136.41,141.56,142.07,136.05,245.00K,-3.76%
13-Jun-12,141.74,144.32,144.87,141.1,71.58K,-2.16%
12-Jun-12,144.87,142.07,145.24,141.05,81.56K,1.55%
11-Jun-12,142.66,143.4,145.65,142.02,72.85K,-0.36%
8-Jun-12,143.17,142.07,144.27,140.37,184.36K,0.45%
7-Jun-12,142.53,141.56,144.36,139.4,165.56K,1.61%
6-Jun-12,140.27,135.4,140.73,135.4,170.90K,3.84%
5-Jun-12,135.08,132.78,135.59,132.55,172.92K,1.98%
4-Jun-12,132.46,133.15,133.15,129.98,461.90K,-0.59%
1-Jun-12,133.24,135.49,135.49,132.41,187.46K,-1.33%
31-May-12,135.03,134.21,135.68,132.69,330.76K,1.28%
30-May-12,133.33,133.29,134.57,132.37,486.70K,-0.10%
29-May-12,133.47,133.29,134.02,132.28,66.34K,0.48%
28-May-12,132.83,133.29,133.29,130.44,305.19K,1.90%
25-May-12,130.35,130.85,131.45,129.89,145.74K,-0.35%
24-May-12,130.81,130.07,131.72,128.69,283.08K,0.89%
23-May-12,129.66,130.12,130.25,127.82,588.54K,-0.35%
22-May-12,130.12,133.06,133.75,129.61,314.70K,-1.60%
21-May-12,132.23,133.47,134.21,130.35,294.07K,-0.97%
18-May-12,133.52,129.61,135.45,128.37,190.81K,2.22%
17-May-12,130.62,129.89,131.31,129.7,290.50K,0.71%
16-May-12,129.7,131.45,131.45,127.73,257.23K,-1.68%
15-May-12,131.91,135.82,135.82,131.08,468.64K,-2.94%
14-May-12,135.91,136.05,137.79,134.67,446.89K,-0.34%
11-May-12,136.37,137.88,138.71,134.3,221.42K,-0.84%
10-May-12,137.52,139.22,141.38,136.6,302.90K,-1.22%
9-May-12,139.22,142.39,142.39,138.39,136.12K,-2.91%
8-May-12,143.4,144.09,144.64,142.11,183.89K,-0.29%
7-May-12,143.81,141.56,144.64,140.27,105.05K,1.00%
4-May-12,142.39,143.86,145.51,141.7,96.48K,-1.30%
3-May-12,144.27,146.57,146.89,143.58,177.83K,-1.76%
2-May-12,146.85,149.37,149.97,146.25,91.84K,-1.63%
30-Apr-12,149.28,149.74,150.98,149.01,45.47K,-0.03%
28-Apr-12,149.33,149.56,150.06,148.45,6.70K,0.37%
27-Apr-12,148.78,148.55,150.16,148.09,70.37K,0.47%
26-Apr-12,148.09,151.49,152.45,147.17,167.20K,-2.21%
25-Apr-12,151.44,153.69,153.97,150.29,61.79K,-1.44%
24-Apr-12,153.65,151.67,155.3,151.67,99.07K,0.69%
23-Apr-12,152.59,152.18,153.05,150.02,601.30K,0.30%
20-Apr-12,152.13,154.61,155.26,150.75,57.46K,-1.49%
19-Apr-12,154.43,153.14,155.53,153.14,59.30K,0.09%
18-Apr-12,154.29,152.64,155.85,152.64,61.69K,0.21%
17-Apr-12,153.97,152.5,155.21,151.53,104.68K,1.48%
16-Apr-12,151.72,151.67,152.36,150.75,49.23K,-0.81%
13-Apr-12,152.96,154.38,154.43,152.13,67.59K,0.82%
12-Apr-12,151.72,152.59,153.37,151.03,76.01K,-0.09%
