"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 24, 2012","146.85","139.72","147.40","139.17","537.14K","5.00%"
"Jun 17, 2012","139.86","138.16","141.01","135.54","501.85K","1.36%"
"Jun 10, 2012","137.98","143.40","145.65","135.36","596.80K","-3.63%"
"Jun 03, 2012","143.17","133.15","144.36","129.98","1.16M","7.45%"
"May 27, 2012","133.24","133.29","135.68","130.44","1.38M","2.22%"
"May 20, 2012","130.35","133.47","134.21","127.82","1.63M","-2.37%"
"May 13, 2012","133.52","136.05","137.79","127.73","1.65M","-2.09%"
"May 06, 2012","136.37","141.56","144.64","134.30","949.38K","-4.23%"
"Apr 29, 2012","142.39","149.74","150.98","141.70","411.62K","-4.29%"
"Apr 22, 2012","148.78","152.18","155.30","147.17","999.73K","-2.20%"
"Apr 15, 2012","152.13","151.67","155.85","150.75","332.35K","-0.54%"
"Apr 08, 2012","152.96","152.59","154.43","148.00","371.70K","-0.80%"
"Apr 01, 2012","154.20","150.75","155.53","150.02","312.60K","3.10%"
"Mar 25, 2012","149.56","156.87","156.87","147.26","829.82K","-5.16%"
"Mar 18, 2012","157.69","159.85","162.24","155.67","388.07K","-0.67%"
"Mar 11, 2012","158.75","160.86","166.84","156.73","1.35M","-0.52%"
