Date,Actual,Predicted
2018-03-21,194.2,197.97135389238346
2018-03-22,192.7,197.75319603317163
2018-03-23,194.25,198.56978123141113
2018-03-26,194.9,198.11063869800648
2018-03-27,195.95,198.66066896527926
2018-03-28,193.25,197.79585551142034
2018-04-02,194.9,198.41430516248067
2018-04-03,198.55,201.69944129743143
2018-04-04,196.05,198.65967690109596
2018-04-05,196.25,199.09239216645173
2018-04-06,195.95,198.7721012636502
2018-04-09,195.85,198.4272070254294
2018-04-10,196.95,199.63714172133388
2018-04-11,197.0,198.97347520716417
2018-04-12,196.35,198.82501973436945
2018-04-13,197.5,199.32394971662026
2018-04-16,199.2,201.5073658903322
2018-04-17,204.9,206.62055843792507
2018-04-18,205.0,205.17375818153312
2018-04-19,208.1,208.1320537348708
2018-04-20,207.2,207.7706330872933
2018-04-23,206.8,206.74847257886637
2018-04-24,206.45,206.89511866595387
2018-04-25,207.35,207.96406016837292
2018-04-26,207.0,207.30009708106948
2018-04-27,207.9,208.20034196064356
2018-04-30,207.85,208.02939715360833
2018-05-02,205.15,205.76747572997297
2018-05-03,206.45,206.40159960002794
2018-05-04,207.4,206.71596954626548
2018-05-07,209.3,209.34386926589144
2018-05-08,212.75,212.16457515097323
2018-05-09,211.85,211.87013359034404
2018-05-10,208.0,206.26820827344898
2018-05-11,206.85,207.10427072311353
2018-05-14,209.05,208.58060313995858
2018-05-15,213.85,216.4254689080941
2018-05-16,213.45,213.17968417350346
2018-05-17,213.45,213.48862596261927
2018-05-18,212.95,212.87464311466667
2018-05-21,212.65,212.52608772140587
2018-05-22,210.75,210.79256511197468
2018-05-23,211.3,210.96896306742988
2018-05-24,211.75,211.80037157950463
2018-05-25,212.05,211.30913386609873
2018-05-28,206.95,207.42471293186625
2018-05-29,207.0,207.60499962985895
2018-05-30,209.5,210.7680997029299
2018-05-31,209.45,209.0157664862171
2018-06-01,205.95,202.95783592216253
2018-06-04,201.7,202.63215008669147
2018-06-05,198.85,198.86484741174152
2018-06-06,201.1,203.76158175534175
2018-06-07,202.75,203.5986142010126
2018-06-08,197.9,199.0235791178036
2018-06-11,195.7,198.21399511980343
2018-06-12,195.05,198.03039284597145
2018-06-13,198.15,201.1616728285257
2018-06-14,198.85,199.78234874066231
2018-06-15,197.85,198.95259157365734
2018-06-18,198.65,199.85251088166112
2018-06-19,198.7,199.7941141477544
2018-06-20,199.15,199.87861416640317
2018-06-21,195.45,198.22366074151694
2018-06-22,197.7,199.7795018540885
2018-06-25,194.2,198.14306432661337
2018-06-26,190.75,197.65006517846635
2018-06-27,187.2,197.41973747180384
2018-06-28,184.8,197.203783561118
2018-06-29,186.85,197.8981703017431
2018-07-02,185.05,197.24656516167747
2018-07-03,184.55,197.2133787829112
2018-07-04,183.0,197.34555463331486
2018-07-05,181.65,197.16060183039917
2018-07-06,181.8,197.15515086513997
2018-07-09,184.5,197.59824437181092
