Date,Price,Open,High,Low,Vol.,Change %,,
19-Jul-17,7560.90,7555.00,7583.25,7537.00,12.36K,0.07%,,
18-Jul-17,7555.45,7526.00,7589.30,7511.70,13.36K,0.40%,,
17-Jul-17,7525.55,7551.00,7574.95,7511.60,14.29K,-0.41%,,
14-Jul-17,7556.80,7550.10,7586.35,7522.00,13.44K,-0.12%,,
13-Jul-17,7566.25,7485.00,7575.40,7468.05,35.33K,1.22%,,
12-Jul-17,7475.25,7474.00,7485.00,7439.00,14.23K,0.32%,,
11-Jul-17,7451.10,7453.10,7495.00,7400.25,21.72K,0.22%,,
10-Jul-17,7434.65,7474.00,7500.00,7420.00,90.38K,0.07%,,
7-Jul-17,7429.25,7472.95,7475.00,7420.00,14.44K,-0.53%,,
6-Jul-17,7469.20,7373.00,7490.00,7372.00,28.13K,1.33%,,
5-Jul-17,7371.15,7377.00,7400.00,7340.10,12.95K,-0.01%,,
4-Jul-17,7371.55,7373.00,7405.00,7337.05,25.22K,0.17%,,
3-Jul-17,7359.30,7240.50,7371.00,7218.05,35.74K,1.96%,,
30-Jun-17,7217.90,7221.55,7236.25,7156.80,15.90K,-0.07%,,
29-Jun-17,7222.60,7253.00,7288.00,7210.00,18.49K,-0.23%,,
28-Jun-17,7238.95,7207.00,7322.45,7207.00,43.21K,0.66%,,
27-Jun-17,7191.40,7237.20,7268.00,7155.00,21.94K,-0.63%,,
23-Jun-17,7237.20,7317.00,7317.00,7214.00,18.76K,-1.07%,,
22-Jun-17,7315.25,7285.00,7348.45,7285.00,14.60K,0.67%,,
21-Jun-17,7266.35,7238.90,7280.00,7155.00,19.55K,0.71%,,
20-Jun-17,7215.45,7299.95,7299.95,7195.00,39.82K,-0.52%,,
19-Jun-17,7253.25,7319.00,7319.00,7238.20,18.04K,-0.18%,,
16-Jun-17,7266.40,7329.00,7360.00,7255.70,22.17K,-0.61%,,
15-Jun-17,7311.25,7361.00,7390.00,7276.55,41.91K,-0.50%,,
14-Jun-17,7347.75,7350.00,7393.30,7335.00,37.57K,-0.02%,,
13-Jun-17,7348.95,7399.00,7451.00,7334.40,41.78K,-0.44%,,
12-Jun-17,7381.15,7440.00,7455.50,7357.00,26.88K,-0.94%,,
9-Jun-17,7451.00,7250.00,7469.00,7232.05,107.99K,3.00%,,
8-Jun-17,7233.75,7205.00,7252.55,7200.00,36.78K,0.42%,,
7-Jun-17,7203.70,7140.00,7221.90,7109.30,39.75K,1.22%,,
6-Jun-17,7116.95,7145.00,7150.05,7087.55,25.85K,-0.14%,,
5-Jun-17,7126.60,7123.00,7159.95,7094.50,22.51K,0.17%,,
2-Jun-17,7114.25,7160.00,7186.75,7107.45,35.36K,-0.41%,,
1-Jun-17,7143.75,7247.90,7249.30,7115.05,56.57K,-0.99%,,
31-May-17,7214.90,7146.80,7239.00,7140.00,42.82K,0.95%,,
30-May-17,7146.80,7134.00,7200.00,7090.15,30.49K,0.19%,,
29-May-17,7133.55,7072.00,7193.95,7032.00,67.21K,0.85%,,
26-May-17,7073.35,6989.90,7091.95,6940.05,115.84K,1.30%,,
25-May-17,6982.70,6881.00,7014.90,6837.00,29.42K,1.85%,,
24-May-17,6855.65,6901.00,6907.00,6819.00,31.13K,-0.36%,,
23-May-17,6880.30,6757.10,6909.35,6744.55,75.57K,2.70%,,
22-May-17,6699.55,6790.50,6840.75,6681.45,256.75K,-1.30%,,
19-May-17,6787.85,6850.00,6893.00,6696.00,33.06K,-0.73%,,
18-May-17,6838.10,6920.00,6944.10,6820.00,30.11K,-1.62%,,
17-May-17,6950.90,6952.25,6965.00,6887.00,24.59K,-0.02%,,
16-May-17,6952.60,6852.00,6969.60,6828.00,47.42K,2.05%,,
15-May-17,6812.65,6770.00,6840.25,6735.05,326.03K,1.26%,,
12-May-17,6728.10,6772.70,6785.05,6697.00,15.62K,-0.51%,,
11-May-17,6762.80,6740.00,6788.55,6710.05,38.73K,0.48%,,
10-May-17,6730.70,6635.00,6744.60,6635.00,68.54K,1.53%,,
9-May-17,6629.50,6648.85,6658.00,6616.20,14.97K,-0.01%,,
8-May-17,6630.40,6680.00,6705.90,6613.00,28.78K,-0.27%,,
5-May-17,6648.15,6650.00,6675.15,6605.00,21.51K,0.17%,,
4-May-17,6636.95,6650.00,6686.00,6629.55,469.31K,-0.20%,,
3-May-17,6650.20,6720.00,6725.00,6631.00,22.23K,-0.83%,,
2-May-17,6705.65,6674.00,6730.00,6624.00,96.08K,2.76%,,
28-Apr-17,6525.50,6400.00,6585.05,6400.00,86.70K,2.42%,,
27-Apr-17,6371.15,6424.00,6444.00,6342.30,84.49K,-0.56%,,
26-Apr-17,6407.10,6344.00,6424.45,6313.15,34.75K,1.03%,,
25-Apr-17,6342.05,6320.00,6351.00,6286.05,22.36K,0.40%,,
24-Apr-17,6316.55,6205.00,6332.95,6200.00,41.72K,1.82%,,
21-Apr-17,6203.60,6273.10,6289.00,6182.60,30.36K,-1.10%,,
20-Apr-17,6272.80,6200.05,6299.00,6190.00,28.30K,1.17%,,
19-Apr-17,6200.05,6140.00,6225.00,6112.55,23.93K,1.02%,,
18-Apr-17,6137.65,6121.00,6231.95,6121.00,72.69K,0.29%,,
17-Apr-17,6120.05,6089.35,6138.50,6024.00,26.25K,0.50%,,
13-Apr-17,6089.35,6156.00,6180.00,6075.10,22.20K,-1.24%,,
12-Apr-17,6165.65,6250.00,6262.50,6135.20,31.86K,-1.32%,,
11-Apr-17,6248.20,6270.00,6302.00,6234.20,22.19K,-0.17%,,
10-Apr-17,6259.10,6284.00,6308.95,6233.05,27.42K,-0.08%,,
7-Apr-17,6263.95,6270.00,6337.75,6235.00,38.69K,-0.34%,,
6-Apr-17,6285.35,6345.00,6347.05,6253.80,53.41K,-0.85%,,
5-Apr-17,6339.40,6099.00,6355.55,6072.35,87.86K,4.40%,,
3-Apr-17,6072.35,6082.00,6088.00,6032.55,19.45K,0.80%,,
31-Mar-17,6024.30,5951.00,6040.00,5943.00,49.34K,1.18%,,
30-Mar-17,5953.80,5950.05,6003.00,5940.00,27.03K,0.22%,,
29-Mar-17,5941.00,5986.00,6007.65,5930.00,32.42K,-0.58%,,
28-Mar-17,5975.55,5980.00,6048.50,5967.00,381.14K,-0.18%,,
27-Mar-17,5986.30,6004.55,6018.00,5965.55,20.20K,-0.30%,,
24-Mar-17,6004.55,6027.00,6041.95,5994.00,19.69K,-0.14%,,
23-Mar-17,6012.70,6010.00,6070.50,6010.00,108.64K,0.05%,,
22-Mar-17,6009.90,6050.00,6056.75,5981.05,43.97K,-1.11%,,
21-Mar-17,6077.40,6163.95,6197.00,6062.00,28.67K,-1.40%,,
20-Mar-17,6163.95,6200.10,6218.75,6155.00,27.98K,-0.40%,,
17-Mar-17,6189.00,6164.30,6222.00,6150.00,37.52K,0.70%,,
16-Mar-17,6146.15,6150.00,6179.90,6125.80,22.45K,0.18%,,
15-Mar-17,6135.30,6131.70,6169.45,6094.50,30.92K,0.06%,,
14-Mar-17,6131.70,6041.00,6147.05,6010.10,148.56K,3.02%,,
10-Mar-17,5951.95,5982.00,6002.50,5936.55,34.08K,-0.17%,,
9-Mar-17,5961.90,5875.00,5976.00,5863.75,189.84K,1.67%,,
8-Mar-17,5863.75,5890.00,5906.85,5804.40,29.99K,-0.38%,,
7-Mar-17,5886.05,5936.00,5954.75,5880.00,55.22K,-0.85%,,
6-Mar-17,5936.60,5910.00,5979.35,5910.00,42.02K,0.76%,,
3-Mar-17,5891.80,5919.00,5925.00,5875.80,26.16K,-0.46%,,
2-Mar-17,5918.80,5952.00,5997.45,5901.00,28.96K,-0.04%,,
1-Mar-17,5921.00,5972.00,5997.00,5892.00,37.97K,-0.03%,,
28-Feb-17,5922.85,5954.00,5998.00,5913.10,39.70K,-0.48%,,
27-Feb-17,5951.55,6025.00,6051.00,5940.00,33.77K,-1.38%,,
23-Feb-17,6034.70,6099.00,6099.00,6015.10,152.32K,-0.73%,,
22-Feb-17,6079.30,6070.00,6118.00,6043.60,46.94K,0.27%,,
21-Feb-17,6062.70,6080.00,6086.00,6047.40,23.72K,-0.48%,,
20-Feb-17,6091.90,5990.00,6120.00,5915.65,46.31K,1.72%,,
17-Feb-17,5989.00,6045.00,6054.95,5960.00,30.67K,-0.63%,,
16-Feb-17,6027.05,5865.00,6040.00,5865.00,45.64K,2.84%,,
15-Feb-17,5860.50,5940.15,5955.75,5845.50,45.50K,-1.32%,,
14-Feb-17,5938.80,6026.00,6037.00,5925.00,33.39K,-1.39%,,
13-Feb-17,6022.55,6120.00,6134.95,6006.00,31.47K,-1.44%,,
10-Feb-17,6110.80,6169.00,6170.00,6092.80,21.83K,-0.73%,,
9-Feb-17,6155.65,6199.00,6202.10,6112.00,44.20K,-0.61%,,
8-Feb-17,6193.70,6220.00,6230.30,6164.55,38.43K,-0.20%,,
7-Feb-17,6205.90,6169.00,6221.45,6144.05,33.59K,0.89%,,
6-Feb-17,6151.20,6132.25,6185.85,6123.05,44.37K,0.54%,,
3-Feb-17,6118.00,6150.00,6155.00,6098.20,22.79K,-0.44%,,
2-Feb-17,6144.85,6180.00,6216.35,6132.00,50.35K,-0.45%,,
1-Feb-17,6172.85,5898.00,6194.90,5890.00,162.44K,4.69%,,
31-Jan-17,5896.50,5900.95,5934.90,5876.00,31.12K,-0.08%,,
30-Jan-17,5900.95,5919.00,5936.50,5893.55,18.36K,-0.35%,,
27-Jan-17,5921.50,5801.00,5933.00,5801.00,89.19K,2.15%,,
25-Jan-17,5796.80,5755.00,5820.75,5718.50,108.38K,1.00%,,
24-Jan-17,5739.15,5705.00,5743.35,5688.00,21.51K,0.62%,,
23-Jan-17,5703.80,5662.00,5710.15,5648.00,16.03K,0.56%,,
20-Jan-17,5672.15,5720.00,5743.95,5644.00,31.09K,-0.74%,,
19-Jan-17,5714.30,5678.00,5727.05,5675.00,17.85K,0.65%,,
18-Jan-17,5677.15,5689.85,5716.50,5666.00,21.55K,0.19%,,
17-Jan-17,5666.50,5700.00,5718.45,5652.75,47.06K,-0.39%,,
16-Jan-17,5688.65,5700.00,5719.35,5663.00,29.12K,-0.22%,,
13-Jan-17,5701.10,5790.00,5796.00,5688.05,30.00K,-1.46%,,
12-Jan-17,5785.35,5787.00,5790.00,5735.00,737.68K,0.58%,,
11-Jan-17,5752.20,5694.75,5767.00,5694.75,43.48K,1.35%,,
10-Jan-17,5675.35,5662.00,5690.50,5641.25,27.13K,0.48%,,
9-Jan-17,5648.15,5625.00,5678.30,5611.00,30.84K,0.62%,,
6-Jan-17,5613.10,5646.00,5662.85,5585.60,125.62K,-0.39%,,
5-Jan-17,5635.15,5530.00,5646.50,5513.45,113.14K,2.28%,,
4-Jan-17,5509.55,5525.00,5555.00,5491.20,29.06K,-0.01%,,
3-Jan-17,5510.30,5470.00,5524.40,5430.85,47.33K,0.81%,,
2-Jan-17,5466.10,5348.85,5479.50,5270.00,77.01K,2.69%,,
30-Dec-16,5323.00,5353.00,5374.20,5311.00,41.70K,0.20%,,
29-Dec-16,5312.30,5234.00,5340.00,5218.00,35.58K,1.56%,,
28-Dec-16,5230.85,5265.00,5276.00,5218.20,45.73K,0.08%,,
27-Dec-16,5226.90,5190.40,5250.00,5116.90,40.29K,1.20%,,
26-Dec-16,5164.85,5189.00,5258.00,5155.00,50.29K,-0.55%,,
23-Dec-16,5193.25,5052.15,5220.00,5042.50,144.33K,2.14%,,
22-Dec-16,5084.25,5149.50,5150.00,5052.45,44.23K,-1.17%,,
21-Dec-16,5144.65,5145.00,5170.95,5076.00,22.07K,0.83%,,
20-Dec-16,5102.35,5130.00,5148.00,5074.15,27.88K,-0.35%,,
19-Dec-16,5120.10,5150.00,5192.20,5107.50,22.21K,-1.23%,,
16-Dec-16,5183.75,5161.50,5205.00,5151.35,28.57K,0.62%,,
15-Dec-16,5151.75,5080.00,5195.00,5080.00,32.78K,0.19%,,
14-Dec-16,5142.10,5171.25,5211.95,5131.90,25.08K,-0.36%,,
13-Dec-16,5160.85,5170.00,5205.00,5140.65,28.58K,0.29%,,
12-Dec-16,5145.95,5235.00,5235.00,5122.00,29.67K,-1.72%,,
9-Dec-16,5235.80,5265.00,5312.25,5201.50,45.50K,-0.10%,,
8-Dec-16,5241.00,5199.00,5274.45,5155.00,91.63K,2.40%,,
7-Dec-16,5118.20,5160.00,5206.00,5040.00,57.71K,-0.46%,,
6-Dec-16,5141.70,5236.00,5262.85,5121.00,138.03K,-1.20%,,
5-Dec-16,5204.30,5055.00,5224.00,5055.00,49.28K,2.68%,,
2-Dec-16,5068.45,5208.00,5232.85,5050.80,56.83K,-3.44%,,
1-Dec-16,5249.25,5264.00,5308.00,5205.00,94.55K,-0.27%,,
30-Nov-16,5263.45,5120.00,5274.00,5101.05,75.27K,3.39%,,
29-Nov-16,5090.85,4890.00,5115.95,4890.00,76.39K,3.96%,,
28-Nov-16,4897.10,4873.00,4916.00,4835.20,47.68K,0.48%,,
25-Nov-16,4873.60,4849.95,4904.50,4795.65,38.79K,0.72%,,
24-Nov-16,4838.55,4882.00,4882.00,4805.00,48.59K,-0.88%,,
23-Nov-16,4881.55,4950.00,4952.00,4862.00,61.00K,-0.99%,,
22-Nov-16,4930.50,4810.05,4955.00,4810.05,76.11K,2.97%,,
21-Nov-16,4788.35,4999.80,4999.80,4769.65,50.01K,-3.46%,,
18-Nov-16,4960.20,4925.00,4987.70,4893.05,32.42K,0.55%,,
17-Nov-16,4932.90,5000.00,5029.95,4925.00,31.32K,-1.01%,,
16-Nov-16,4983.40,4940.00,5010.10,4902.50,381.89K,2.91%,,
15-Nov-16,4842.70,5124.00,5125.00,4804.00,98.56K,-5.71%,,
11-Nov-16,5136.15,5300.00,5300.00,5096.00,117.68K,-3.54%,,
10-Nov-16,5324.80,5500.10,5519.45,5300.10,80.85K,-1.33%,,
9-Nov-16,5396.70,5275.00,5550.00,5251.00,92.89K,-4.68%,,
8-Nov-16,5661.95,5740.00,5740.00,5582.50,49.43K,-1.03%,,
7-Nov-16,5720.70,5760.00,5777.00,5712.00,22.82K,0.11%,,
4-Nov-16,5714.65,5810.00,5810.00,5670.00,46.49K,-1.58%,,
3-Nov-16,5806.60,5790.10,5859.00,5784.05,29.70K,0.14%,,
2-Nov-16,5798.60,5810.00,5865.00,5790.40,27.63K,-1.36%,,
1-Nov-16,5878.50,5901.10,5972.00,5856.00,75.08K,-0.35%,,
30-Oct-16,5898.90,5890.00,5910.00,5876.80,8.40K,0.40%,,
28-Oct-16,5875.30,5925.00,5930.00,5863.40,66.74K,0.27%,,
27-Oct-16,5859.75,5915.00,5950.20,5793.10,220.97K,-0.21%,,
26-Oct-16,5871.95,5795.20,5897.65,5773.00,65.98K,1.56%,,
25-Oct-16,5781.95,5725.00,5795.00,5720.00,32.42K,1.22%,,
24-Oct-16,5712.10,5665.00,5744.00,5665.00,42.08K,1.10%,,
21-Oct-16,5649.80,5644.00,5668.35,5615.50,72.72K,0.09%,,
20-Oct-16,5644.50,5632.90,5680.00,5624.05,22.64K,0.66%,,
19-Oct-16,5607.70,5632.00,5646.25,5592.55,57.65K,-0.33%,,
18-Oct-16,5626.05,5630.00,5644.40,5582.30,49.86K,0.47%,,
17-Oct-16,5599.95,5713.00,5713.00,5574.90,37.91K,-1.43%,,
14-Oct-16,5681.40,5770.00,5770.00,5670.00,29.75K,-0.75%,,
13-Oct-16,5724.20,5712.50,5751.45,5651.00,37.78K,0.21%,,
10-Oct-16,5712.35,5709.00,5732.00,5699.00,20.94K,0.53%,,
7-Oct-16,5682.45,5720.00,5720.00,5666.55,28.68K,-0.51%,,
6-Oct-16,5711.60,5725.00,5743.50,5700.00,33.55K,0.35%,,
5-Oct-16,5691.80,5692.00,5762.50,5675.00,79.50K,0.21%,,
4-Oct-16,5679.95,5725.00,5740.00,5646.05,44.90K,-0.03%,,
3-Oct-16,5681.85,5628.00,5707.25,5628.00,77.18K,3.70%,,
30-Sep-16,5479.20,5418.00,5505.00,5383.00,124.82K,0.80%,,
29-Sep-16,5435.75,5550.00,5570.40,5384.40,39.95K,-1.54%,,
28-Sep-16,5520.70,5524.00,5551.85,5506.55,51.17K,0.18%,,
27-Sep-16,5511.05,5590.00,5599.00,5501.00,43.24K,-1.00%,,
26-Sep-16,5566.50,5603.00,5625.00,5550.95,39.07K,-0.64%,,
23-Sep-16,5602.20,5616.00,5620.00,5565.00,33.34K,0.13%,,
22-Sep-16,5594.75,5565.00,5630.00,5565.00,49.62K,1.69%,,
21-Sep-16,5501.90,5512.85,5538.95,5462.05,50.82K,-0.20%,,
20-Sep-16,5512.85,5491.90,5557.00,5491.90,38.15K,0.53%,,
19-Sep-16,5483.60,5580.00,5580.00,5476.85,33.41K,-1.48%,,
16-Sep-16,5565.95,5461.00,5590.00,5461.00,91.58K,2.25%,,
15-Sep-16,5443.35,5364.40,5449.85,5351.00,50.64K,1.47%,,
14-Sep-16,5364.40,5335.00,5383.50,5335.00,59.15K,0.67%,,
12-Sep-16,5328.70,5319.40,5348.90,5252.45,55.55K,-1.34%,,
9-Sep-16,5401.00,5490.00,5490.00,5378.55,61.02K,-1.48%,,
8-Sep-16,5482.40,5340.00,5499.00,5316.05,91.70K,2.71%,,
7-Sep-16,5338.00,5324.00,5357.95,5286.35,127.94K,0.57%,,
6-Sep-16,5307.80,5190.10,5322.90,5190.10,117.91K,2.89%,,
2-Sep-16,5158.50,5093.90,5184.75,5074.00,69.60K,1.98%,,
1-Sep-16,5058.25,5061.15,5095.00,5022.65,134.52K,0.11%,,
31-Aug-16,5052.65,5067.00,5103.95,5038.00,46.34K,-0.32%,,
30-Aug-16,5068.90,4950.00,5104.90,4950.00,120.42K,2.83%,,
29-Aug-16,4929.45,4928.00,4955.00,4920.00,27.04K,0.18%,,
26-Aug-16,4920.70,4945.00,4962.50,4910.40,32.25K,-0.28%,,
25-Aug-16,4934.55,4971.00,4981.50,4902.00,46.45K,-0.29%,,
24-Aug-16,4949.10,4870.00,4984.00,4870.00,125.12K,2.40%,,
23-Aug-16,4833.25,4839.90,4856.85,4801.50,38.02K,-0.10%,,
22-Aug-16,4838.10,4901.00,4906.00,4829.00,30.14K,-1.25%,,
19-Aug-16,4899.40,4925.00,4932.00,4890.70,41.54K,-0.36%,,
18-Aug-16,4917.15,4911.00,4948.00,4902.00,30.64K,0.54%,,
17-Aug-16,4890.75,4858.00,4911.50,4850.00,27.78K,0.59%,,
16-Aug-16,4862.25,4965.00,4965.00,4853.10,245.46K,-0.70%,,
12-Aug-16,4896.65,4861.00,4943.20,4852.40,43.16K,0.28%,,
11-Aug-16,4883.20,4870.00,4920.00,4807.00,57.95K,0.34%,,
10-Aug-16,4866.80,4972.50,4972.50,4855.45,66.14K,-2.04%,,
9-Aug-16,4968.25,5000.00,5017.95,4921.25,39.44K,-0.47%,,
8-Aug-16,4991.95,4960.35,5008.60,4960.35,33.33K,0.88%,,
5-Aug-16,4948.35,4911.00,4965.00,4900.65,43.80K,1.24%,,
4-Aug-16,4887.70,4964.00,4964.00,4873.15,105.78K,0.25%,,
3-Aug-16,4875.40,5024.90,5024.90,4850.75,107.59K,-2.32%,,
2-Aug-16,4991.00,4890.10,5037.90,4880.00,126.73K,2.49%,,
1-Aug-16,4869.80,4792.00,4888.00,4775.60,103.14K,2.41%,,
29-Jul-16,4755.20,4747.30,4819.90,4721.50,89.94K,-0.16%,,
28-Jul-16,4762.70,4570.00,4782.00,4570.00,147.70K,4.47%,,
27-Jul-16,4558.85,4521.60,4625.55,4512.80,99.74K,1.64%,,
26-Jul-16,4485.25,4564.00,4584.95,4460.00,177.53K,-1.44%,,
25-Jul-16,4550.60,4380.00,4564.00,4380.00,54.97K,3.11%,,
22-Jul-16,4413.40,4416.00,4449.00,4409.05,28.47K,-0.06%,,
21-Jul-16,4416.00,4486.00,4500.00,4408.55,28.60K,-1.17%,,
20-Jul-16,4468.10,4482.60,4510.00,4452.40,31.33K,-0.41%,,
19-Jul-16,4486.40,4465.00,4500.00,4441.00,31.57K,0.60%,,
18-Jul-16,4459.50,4484.00,4563.45,4432.40,423.79K,-0.10%,,
15-Jul-16,4463.80,4425.10,4491.95,4405.00,81.79K,0.86%,,
14-Jul-16,4425.55,4333.90,4438.05,4331.90,87.46K,2.44%,,
13-Jul-16,4320.10,4359.90,4360.00,4302.80,32.09K,-1.14%,,
12-Jul-16,4370.05,4273.00,4380.05,4273.00,53.03K,2.27%,,
11-Jul-16,4273.00,4190.00,4284.00,4190.00,52.92K,2.84%,,
8-Jul-16,4155.05,4140.00,4174.85,4130.00,17.99K,0.34%,,
7-Jul-16,4140.95,4198.00,4198.00,4126.40,20.99K,-0.70%,,
5-Jul-16,4170.15,4174.00,4199.95,4151.55,16.70K,-0.01%,,
4-Jul-16,4170.50,4166.00,4188.00,4157.15,23.53K,0.11%,,
1-Jul-16,4165.80,4194.35,4213.50,4130.00,61.50K,-0.46%,,
30-Jun-16,4185.15,4171.00,4199.00,4145.50,43.23K,1.35%,,
29-Jun-16,4129.25,4099.00,4144.35,4091.15,66.21K,1.36%,,
28-Jun-16,4073.75,4052.90,4080.00,4043.25,42.69K,1.07%,,
27-Jun-16,4030.70,4069.15,4069.15,4008.00,98.34K,-0.94%,,
24-Jun-16,4069.15,4071.00,4099.00,3868.10,195.42K,-2.25%,,
23-Jun-16,4162.65,4149.40,4169.00,4121.80,29.00K,0.32%,,
22-Jun-16,4149.40,4144.95,4175.95,4126.40,33.86K,-0.20%,,
21-Jun-16,4157.90,4142.30,4167.90,4111.00,36.39K,0.57%,,
20-Jun-16,4134.15,4078.00,4144.80,4065.70,46.16K,0.59%,,
17-Jun-16,4109.90,4124.00,4156.00,4093.70,56.58K,0.63%,,
16-Jun-16,4084.00,4161.00,4166.45,4063.45,125.57K,-2.93%,,
15-Jun-16,4207.10,4120.00,4215.00,4112.20,46.63K,2.50%,,
14-Jun-16,4104.55,4130.25,4156.15,4093.05,107.99K,-0.75%,,
13-Jun-16,4135.50,4093.90,4149.80,4065.00,42.27K,0.43%,,
10-Jun-16,4117.60,4161.00,4192.50,4101.00,83.48K,-1.23%,,
9-Jun-16,4169.00,4142.15,4190.50,4138.00,73.22K,0.21%,,
8-Jun-16,4160.45,4150.00,4171.65,4124.15,32.37K,0.42%,,
7-Jun-16,4143.20,4160.00,4188.80,4122.80,30.40K,0.19%,,
6-Jun-16,4135.15,4214.00,4224.90,4121.00,511.97K,-2.01%,,
3-Jun-16,4220.10,4200.00,4231.30,4179.05,63.35K,0.87%,,
2-Jun-16,4183.85,4156.50,4189.95,4127.25,37.14K,0.53%,,
1-Jun-16,4161.65,4175.00,4199.90,4151.00,58.36K,-0.15%,,
31-May-16,4167.90,4073.00,4184.75,4058.35,61.41K,2.33%,,
30-May-16,4073.15,4141.00,4152.05,4055.10,41.97K,-1.65%,,
27-May-16,4141.35,4118.00,4158.30,4093.00,52.73K,0.59%,,
26-May-16,4117.15,4055.00,4127.95,4030.00,82.42K,1.57%,,
25-May-16,4053.60,3942.15,4065.00,3941.10,61.44K,3.47%,,
24-May-16,3917.50,3930.00,3937.00,3891.40,23.68K,0.15%,,
23-May-16,3911.55,3950.00,3965.00,3900.00,28.75K,-0.90%,,
20-May-16,3947.05,3890.00,3958.90,3885.00,47.83K,0.51%,,
19-May-16,3926.85,3900.00,3942.30,3880.00,51.19K,0.32%,,
18-May-16,3914.20,3910.00,3935.10,3808.00,147.68K,-0.88%,,
17-May-16,3949.15,3885.30,3968.45,3885.30,55.19K,1.77%,,
16-May-16,3880.30,3875.00,3892.00,3844.05,29.87K,0.93%,,
13-May-16,3844.60,3865.00,3879.95,3830.55,70.79K,-0.48%,,
12-May-16,3862.95,3861.40,3908.05,3845.60,190.98K,-0.69%,,
11-May-16,3889.85,3800.00,3899.00,3790.00,72.03K,1.12%,,
10-May-16,3846.95,3856.30,3896.20,3836.45,39.27K,-0.24%,,
9-May-16,3856.20,3833.30,3877.00,3829.45,46.05K,0.96%,,
6-May-16,3819.50,3845.00,3845.00,3805.90,26.50K,-0.54%,,
5-May-16,3840.05,3835.00,3850.45,3802.00,45.57K,0.81%,,
4-May-16,3809.20,3845.00,3845.00,3789.60,66.66K,-0.20%,,
3-May-16,3816.90,3836.00,3879.00,3798.30,68.02K,-0.33%,,
2-May-16,3829.55,3795.00,3839.90,3752.85,76.84K,0.91%,,
29-Apr-16,3794.95,3749.75,3820.00,3730.00,91.39K,1.24%,,
28-Apr-16,3748.45,3828.15,3853.50,3733.00,92.86K,-2.94%,,
27-Apr-16,3862.00,3848.00,3930.00,3831.20,137.83K,-0.19%,,
26-Apr-16,3869.45,3715.00,3891.25,3691.00,320.44K,3.62%,,
25-Apr-16,3734.30,3815.00,3843.75,3718.00,81.65K,-2.18%,,
22-Apr-16,3817.35,3693.10,3832.95,3685.05,87.08K,3.07%,,
21-Apr-16,3703.60,3690.00,3735.00,3677.60,163.75K,0.93%,,
20-Apr-16,3669.60,3718.20,3718.20,3654.20,43.41K,-1.31%,,
18-Apr-16,3718.20,3734.60,3749.80,3680.00,38.66K,-0.44%,,
13-Apr-16,3734.60,3604.00,3748.75,3604.00,107.54K,4.42%,,
12-Apr-16,3576.65,3495.00,3609.35,3471.70,87.37K,2.82%,,
11-Apr-16,3478.60,3459.00,3488.85,3425.00,60.04K,1.45%,,
8-Apr-16,3428.85,3467.90,3472.00,3418.80,73.94K,-1.22%,,
7-Apr-16,3471.35,3578.00,3578.00,3450.00,118.86K,-2.81%,,
6-Apr-16,3571.65,3580.00,3603.00,3546.55,50.01K,0.71%,,
5-Apr-16,3546.45,3688.00,3697.00,3518.00,74.40K,-3.66%,,
4-Apr-16,3681.30,3750.00,3750.00,3670.00,40.10K,-1.13%,,
1-Apr-16,3723.25,3725.00,3770.00,3684.00,84.03K,0.11%,,
31-Mar-16,3719.10,3765.00,3765.00,3668.00,62.92K,-0.24%,,
30-Mar-16,3728.00,3735.15,3747.85,3685.55,43.92K,-0.08%,,
29-Mar-16,3730.85,3664.00,3767.00,3645.00,67.93K,2.55%,,
28-Mar-16,3638.20,3741.10,3774.00,3630.00,55.26K,-2.61%,,
23-Mar-16,3735.70,3702.25,3744.00,3669.10,42.76K,0.98%,,
22-Mar-16,3699.40,3669.95,3733.00,3654.35,66.26K,0.80%,,
21-Mar-16,3670.10,3611.00,3680.00,3606.20,37.07K,1.12%,,
18-Mar-16,3629.55,3640.00,3645.15,3561.00,75.89K,-0.10%,,
17-Mar-16,3633.10,3691.00,3747.00,3621.00,52.14K,-0.91%,,
16-Mar-16,3666.35,3644.00,3676.90,3638.95,108.88K,0.34%,,
15-Mar-16,3653.90,3672.95,3679.50,3618.00,53.24K,0.12%,,
14-Mar-16,3649.35,3666.00,3682.50,3629.15,42.44K,0.29%,,
11-Mar-16,3638.65,3550.00,3688.85,3550.00,69.43K,0.32%,,
10-Mar-16,3627.15,3599.95,3635.00,3575.00,47.13K,1.39%,,
9-Mar-16,3577.45,3458.70,3603.90,3441.15,84.62K,3.35%,,
8-Mar-16,3461.55,3555.00,3599.75,3451.00,73.64K,-2.90%,,
4-Mar-16,3564.80,3580.00,3619.80,3529.00,67.45K,-1.28%,,
3-Mar-16,3611.20,3621.00,3647.00,3580.00,84.40K,-0.01%,,
2-Mar-16,3611.70,3526.00,3625.75,3515.00,406.87K,3.32%,,
1-Mar-16,3495.50,3215.00,3509.50,3206.00,223.33K,7.80%,,
29-Feb-16,3242.60,3430.00,3430.05,3202.10,170.43K,-4.88%,,
26-Feb-16,3409.05,3450.00,3455.00,3372.00,66.13K,-0.42%,,
25-Feb-16,3423.50,3511.00,3511.00,3406.60,98.02K,-1.90%,,
24-Feb-16,3489.85,3493.00,3533.20,3480.00,68.97K,-0.08%,,
23-Feb-16,3492.50,3530.00,3567.45,3483.55,132.27K,-0.87%,,
