Date,Price,Open,High,Low,Vol.,Change %,,
12-Dec-18,7487.05,7360.00,7508.80,7302.00,51.81K,2.42%,,
11-Dec-18,7309.85,7267.00,7346.30,7220.00,63.60K,-0.55%,,
10-Dec-18,7350.10,7211.00,7387.35,7162.35,60.01K,0.49%,,
7-Dec-18,7314.10,7236.20,7345.80,7209.70,43.51K,1.45%,,
6-Dec-18,7209.70,7467.00,7491.05,7178.30,102.61K,-4.63%,,
5-Dec-18,7559.55,7704.80,7739.00,7521.90,45.48K,-2.14%,,
4-Dec-18,7724.75,7791.00,7791.00,7701.00,31.11K,-0.45%,,
3-Dec-18,7759.80,7704.00,7780.00,7636.10,58.73K,1.24%,,
30-Nov-18,7664.60,7587.00,7719.00,7561.00,59.48K,1.52%,,
29-Nov-18,7550.00,7616.00,7635.00,7518.50,28.15K,-0.20%,,
28-Nov-18,7565.50,7642.10,7705.00,7550.00,70.98K,-0.84%,,
27-Nov-18,7629.60,7554.00,7645.00,7505.70,48.05K,1.27%,,
26-Nov-18,7533.95,7448.00,7562.00,7390.00,122.35K,1.67%,,
22-Nov-18,7409.95,7409.00,7475.00,7315.00,49.86K,-0.08%,,
21-Nov-18,7415.80,7345.00,7457.60,7325.00,143.59K,1.14%,,
20-Nov-18,7332.15,7417.00,7437.30,7313.00,43.64K,-1.15%,,
19-Nov-18,7417.60,7379.00,7450.00,7287.15,42.50K,1.17%,,
16-Nov-18,7332.05,7490.00,7543.10,7304.00,70.38K,-2.02%,,
15-Nov-18,7482.85,7370.00,7502.00,7330.35,131.96K,1.50%,,
14-Nov-18,7372.35,7183.00,7406.00,7183.00,105.86K,3.16%,,
13-Nov-18,7146.40,7064.00,7174.60,7023.65,60.06K,1.02%,,
12-Nov-18,7073.90,7283.00,7350.00,7049.25,56.00K,-2.64%,,
9-Nov-18,7265.50,7138.00,7302.45,7037.30,60.19K,1.82%,,
7-Nov-18,7135.45,7154.00,7154.00,7090.10,11.74K,0.88%,,
6-Nov-18,7073.25,7225.00,7237.00,7050.00,61.43K,-1.31%,,
5-Nov-18,7167.40,7150.00,7252.45,7069.55,86.31K,0.43%,,
2-Nov-18,7136.80,6795.00,7160.90,6760.00,198.04K,6.37%,,
1-Nov-18,6709.60,6673.80,6740.00,6601.00,83.23K,1.52%,,
31-Oct-18,6608.95,6751.00,6760.00,6508.00,95.04K,-1.33%,,
30-Oct-18,6697.85,6800.00,6876.00,6680.00,66.82K,-1.48%,,
29-Oct-18,6798.45,6748.00,6810.00,6700.00,47.50K,1.39%,,
26-Oct-18,6705.25,6731.10,6802.00,6501.65,86.38K,-0.29%,,
25-Oct-18,6724.70,6718.00,6855.70,6625.00,163.37K,-0.65%,,
24-Oct-18,6768.55,6875.00,6886.40,6692.55,71.55K,0.08%,,
23-Oct-18,6763.05,6789.00,6856.95,6670.00,68.69K,-0.75%,,
22-Oct-18,6814.00,6839.00,6899.65,6726.30,74.85K,0.79%,,
19-Oct-18,6760.35,6854.00,6963.95,6721.00,88.73K,-1.72%,,
17-Oct-18,6878.70,7220.00,7245.00,6855.15,78.02K,-3.79%,,
16-Oct-18,7149.95,7218.00,7280.80,7125.00,49.60K,-0.45%,,
15-Oct-18,7181.95,7348.00,7349.00,7129.40,60.48K,-1.39%,,
12-Oct-18,7283.05,6974.00,7321.95,6958.85,90.97K,5.89%,,
11-Oct-18,6878.10,6850.00,6955.40,6738.55,72.90K,-1.90%,,
10-Oct-18,7011.15,6735.00,7049.00,6720.60,95.77K,4.77%,,
9-Oct-18,6691.90,6897.00,6935.10,6650.00,111.15K,-3.07%,,
8-Oct-18,6904.00,6926.10,6997.60,6779.60,98.72K,0.16%,,
5-Oct-18,6893.00,7080.00,7219.00,6801.05,120.35K,-4.18%,,
4-Oct-18,7193.65,7200.00,7278.40,7023.55,91.38K,-0.80%,,
3-Oct-18,7251.60,7439.00,7439.00,7211.95,103.28K,-2.86%,,
1-Oct-18,7465.30,7355.00,7499.60,7211.00,74.63K,1.56%,,
28-Sep-18,7350.55,7625.00,7650.15,7300.75,118.14K,-2.72%,,
27-Sep-18,7556.05,7849.90,7890.30,7513.15,111.28K,-3.68%,,
26-Sep-18,7844.40,8085.00,8085.05,7811.00,59.59K,-1.99%,,
25-Sep-18,8003.30,7800.00,8017.60,7681.05,91.76K,2.66%,,
24-Sep-18,7795.85,8100.00,8100.00,7610.85,166.20K,-3.03%,,
21-Sep-18,8039.55,8241.30,8320.00,7589.50,160.89K,-2.04%,,
19-Sep-18,8207.00,8425.00,8448.80,8192.00,129.95K,-2.30%,,
18-Sep-18,8400.10,8549.90,8594.95,8383.25,116.14K,-1.56%,,
17-Sep-18,8533.50,8598.00,8652.00,8505.00,34.28K,-1.15%,,
14-Sep-18,8632.85,8581.00,8699.55,8581.00,38.85K,1.54%,,
12-Sep-18,8502.10,8549.00,8549.00,8401.00,52.07K,-0.13%,,
11-Sep-18,8512.85,8690.00,8700.00,8479.20,61.35K,-1.56%,,
10-Sep-18,8648.15,8715.00,8748.00,8628.25,64.23K,-0.97%,,
7-Sep-18,8732.55,8775.00,8782.50,8650.00,81.56K,-0.45%,,
6-Sep-18,8772.30,8945.00,8960.00,8754.25,94.01K,-1.33%,,
5-Sep-18,8890.90,8875.00,8950.00,8799.00,52.25K,0.19%,,
4-Sep-18,8873.65,8902.00,8999.10,8840.00,62.56K,-0.56%,,
3-Sep-18,8924.00,9100.00,9110.00,8888.85,91.75K,-1.90%,,
31-Aug-18,9097.25,9200.00,9253.90,9082.30,96.24K,-1.25%,,
30-Aug-18,9212.40,9368.00,9399.55,9182.05,53.33K,-1.62%,,
29-Aug-18,9364.00,9430.00,9470.00,9330.00,33.37K,-0.58%,,
28-Aug-18,9418.35,9250.00,9435.00,9218.00,48.95K,1.83%,,
27-Aug-18,9249.35,9220.00,9270.00,9201.05,32.65K,0.94%,,
24-Aug-18,9163.40,9223.60,9274.70,9142.80,25.36K,-0.65%,,
23-Aug-18,9223.60,9131.00,9245.25,9101.00,32.09K,1.30%,,
21-Aug-18,9105.05,9086.10,9131.00,9061.00,19.70K,0.32%,,
20-Aug-18,9075.90,9151.00,9210.45,9064.00,56.50K,-0.79%,,
17-Aug-18,9148.30,9210.05,9285.80,9130.00,25.86K,-0.58%,,
16-Aug-18,9201.95,9130.00,9236.00,9090.00,41.95K,0.79%,,
14-Aug-18,9129.85,9079.00,9157.75,9054.90,25.10K,0.44%,,
13-Aug-18,9090.25,9120.00,9187.00,9014.55,23.96K,-0.67%,,
10-Aug-18,9151.35,9141.15,9206.80,9108.00,29.04K,-0.06%,,
9-Aug-18,9156.40,9221.00,9235.00,9061.10,64.08K,-0.58%,,
8-Aug-18,9209.50,9425.00,9447.95,9180.50,36.53K,-1.99%,,
7-Aug-18,9396.80,9349.00,9417.50,9272.15,30.14K,1.18%,,
6-Aug-18,9287.35,9245.00,9302.80,9200.00,24.57K,1.08%,,
3-Aug-18,9188.35,9164.00,9229.90,9160.00,21.46K,0.35%,,
2-Aug-18,9156.70,9330.00,9335.00,9130.00,44.15K,-1.97%,,
1-Aug-18,9340.30,9512.00,9590.00,9308.55,52.17K,-1.75%,,
31-Jul-18,9506.40,9385.00,9529.00,9362.00,25.21K,1.34%,,
30-Jul-18,9380.65,9320.00,9400.00,9235.00,29.22K,0.70%,,
27-Jul-18,9315.45,9430.00,9444.00,9292.00,40.48K,-0.86%,,
26-Jul-18,9396.65,9833.00,9833.00,9369.05,76.57K,-3.70%,,
25-Jul-18,9757.70,9869.90,9875.00,9705.00,29.99K,-0.64%,,
24-Jul-18,9820.35,9770.00,9922.85,9730.05,43.32K,1.27%,,
23-Jul-18,9697.15,9415.00,9750.00,9380.15,42.04K,3.31%,,
20-Jul-18,9386.75,9355.00,9458.95,9331.80,16.38K,-0.02%,,
19-Jul-18,9388.40,9388.00,9431.95,9350.10,14.83K,0.21%,,
18-Jul-18,9368.70,9482.00,9528.50,9300.00,52.46K,-0.87%,,
17-Jul-18,9451.20,9375.00,9480.65,9342.75,16.63K,0.78%,,
16-Jul-18,9377.90,9430.00,9495.45,9350.00,17.84K,-0.60%,,
13-Jul-18,9434.30,9399.00,9490.00,9371.00,27.21K,0.93%,,
12-Jul-18,9347.55,9450.00,9508.40,9321.15,19.84K,-0.44%,,
11-Jul-18,9389.20,9530.00,9530.00,9360.55,15.67K,-1.49%,,
10-Jul-18,9531.05,9375.00,9550.00,9375.00,73.35K,1.72%,,
9-Jul-18,9369.45,9351.00,9413.90,9351.00,38.72K,0.69%,,
6-Jul-18,9304.80,9338.00,9407.00,9261.55,26.12K,-0.36%,,
5-Jul-18,9338.60,9221.00,9390.00,9221.00,41.28K,1.28%,,
4-Jul-18,9220.80,8965.20,9248.00,8951.00,44.18K,2.69%,,
3-Jul-18,8979.50,8815.00,8996.75,8760.00,28.61K,1.72%,,
2-Jul-18,8827.60,8885.00,8936.20,8801.05,39.54K,0.07%,,
29-Jun-18,8821.20,8799.00,8892.00,8775.00,23.86K,0.46%,,
28-Jun-18,8780.95,8866.00,8899.90,8730.00,34.92K,-1.35%,,
27-Jun-18,8900.70,8940.00,9011.00,8861.00,48.09K,-0.55%,,
26-Jun-18,8950.10,8830.00,8990.00,8750.55,33.62K,1.80%,,
25-Jun-18,8792.10,8850.25,8860.05,8770.85,30.20K,-1.10%,,
22-Jun-18,8889.70,8870.00,8905.00,8813.00,19.13K,0.22%,,
21-Jun-18,8870.10,8925.05,8983.85,8863.20,22.67K,-0.87%,,
20-Jun-18,8947.90,8868.45,8969.00,8868.00,24.15K,0.90%,,
19-Jun-18,8868.45,8995.00,8995.00,8824.90,37.79K,-1.39%,,
18-Jun-18,8993.40,8950.00,9050.90,8950.00,29.51K,0.46%,,
15-Jun-18,8952.50,8985.00,8985.00,8906.20,33.02K,-0.24%,,
14-Jun-18,8974.15,8937.00,9017.00,8916.00,32.44K,-0.20%,,
13-Jun-18,8991.80,9030.00,9090.85,8970.00,22.99K,-0.28%,,
12-Jun-18,9017.20,9036.90,9060.00,8956.00,26.30K,-0.04%,,
11-Jun-18,9021.05,8952.00,9039.75,8690.60,33.81K,0.84%,,
8-Jun-18,8945.70,8900.00,9000.00,8858.45,19.25K,0.35%,,
7-Jun-18,8914.50,8871.00,8940.00,8855.00,24.44K,0.49%,,
6-Jun-18,8871.00,8825.00,9098.15,8806.35,53.53K,0.69%,,
5-Jun-18,8810.35,8722.00,8829.90,8684.00,26.86K,0.69%,,
4-Jun-18,8750.35,8840.00,8844.00,8731.05,117.06K,-0.48%,,
1-Jun-18,8792.15,8625.00,8837.05,8590.60,153.68K,3.01%,,
31-May-18,8534.95,8606.00,8668.95,8501.00,25.11K,-0.81%,,
30-May-18,8604.60,8680.00,8680.00,8575.05,16.68K,-0.88%,,
29-May-18,8681.00,8710.00,8836.45,8673.25,70.76K,-0.29%,,
28-May-18,8705.85,8589.00,8784.90,8569.05,33.56K,1.86%,,
25-May-18,8546.85,8420.00,8569.00,8397.55,27.06K,1.63%,,
24-May-18,8409.80,8510.00,8514.90,8400.00,22.82K,-1.07%,,
23-May-18,8500.90,8561.00,8582.85,8462.05,27.64K,-0.68%,,
22-May-18,8559.40,8439.95,8583.95,8374.90,33.34K,1.56%,,
21-May-18,8428.15,8510.00,8523.95,8260.05,46.28K,-0.99%,,
18-May-18,8512.55,8720.00,8721.00,8499.00,80.64K,-2.26%,,
17-May-18,8709.80,8705.00,8766.40,8686.00,11.91K,0.14%,,
16-May-18,8698.05,8700.00,8735.00,8678.00,17.47K,-0.32%,,
15-May-18,8725.90,8701.00,8753.35,8650.00,30.88K,0.12%,,
14-May-18,8715.15,8750.00,8757.35,8690.00,13.66K,-0.26%,,
11-May-18,8738.30,8726.50,8760.00,8707.55,13.45K,0.35%,,
10-May-18,8707.60,8732.00,8743.30,8690.00,19.36K,-0.07%,,
9-May-18,8713.60,8800.00,8800.00,8700.00,17.83K,-0.70%,,
8-May-18,8775.15,8756.00,8805.90,8696.00,42.82K,0.37%,,
7-May-18,8742.40,8729.95,8762.95,8658.00,24.34K,0.73%,,
4-May-18,8679.05,8757.00,8782.00,8659.20,51.22K,-0.88%,,
3-May-18,8756.15,8722.10,8795.50,8700.00,27.29K,0.04%,,
2-May-18,8752.90,8900.00,8994.00,8730.00,54.02K,-0.79%,,
30-Apr-18,8822.80,8785.30,8904.45,8774.75,33.66K,0.51%,,
27-Apr-18,8777.95,9013.00,9142.00,8721.10,129.09K,-1.90%,,
26-Apr-18,8947.80,8949.55,8990.00,8898.70,22.36K,0.11%,,
25-Apr-18,8938.15,9065.00,9076.30,8913.05,23.95K,-1.44%,,
24-Apr-18,9068.40,9071.30,9142.00,9036.75,16.90K,0.08%,,
23-Apr-18,9061.30,9020.55,9123.95,9010.00,15.36K,0.27%,,
20-Apr-18,9037.20,9077.00,9112.35,9026.00,14.30K,-0.43%,,
19-Apr-18,9076.55,9127.05,9177.00,9067.95,17.66K,-0.51%,,
18-Apr-18,9122.65,9146.00,9225.00,9096.00,13.23K,-0.39%,,
17-Apr-18,9158.25,9201.05,9248.00,9142.00,21.88K,-0.80%,,
16-Apr-18,9232.30,9121.25,9244.95,9055.65,20.52K,1.03%,,
13-Apr-18,9138.45,9250.00,9269.95,9120.00,15.93K,-0.65%,,
12-Apr-18,9198.30,9300.00,9300.00,9178.00,21.41K,-1.07%,,
11-Apr-18,9297.75,9279.40,9345.00,9216.05,18.96K,0.41%,,
10-Apr-18,9259.70,9261.00,9307.10,9240.00,14.93K,-0.34%,,
9-Apr-18,9291.20,9208.10,9305.00,9207.85,24.86K,0.91%,,
6-Apr-18,9207.85,9155.00,9230.00,9050.00,17.63K,0.88%,,
5-Apr-18,9127.95,9057.00,9145.60,9050.00,70.16K,1.25%,,
4-Apr-18,9015.20,9065.00,9145.95,8988.45,26.23K,-0.10%,,
3-Apr-18,9023.80,9009.00,9056.35,8958.55,16.21K,0.16%,,
2-Apr-18,9009.05,8989.00,9079.20,8950.00,27.28K,1.65%,,
28-Mar-18,8863.15,8843.00,9085.40,8809.80,44.05K,0.11%,,
27-Mar-18,8853.65,8823.00,8885.35,8776.00,19.62K,0.92%,,
26-Mar-18,8772.55,8635.00,8800.00,8609.65,25.49K,1.87%,,
23-Mar-18,8611.50,8605.00,8638.00,8544.00,28.83K,-1.01%,,
22-Mar-18,8699.00,8884.00,9000.00,8688.40,27.46K,-2.01%,,
21-Mar-18,8877.15,8812.00,8942.40,8812.00,23.48K,0.90%,,
20-Mar-18,8798.40,8774.70,8844.00,8739.20,15.66K,0.24%,,
19-Mar-18,8777.65,8724.00,8799.75,8712.80,66.57K,1.00%,,
16-Mar-18,8690.35,8856.05,8858.50,8660.00,55.10K,-1.61%,,
15-Mar-18,8832.90,8840.00,8874.90,8797.90,15.64K,-0.08%,,
14-Mar-18,8839.85,8712.55,8844.90,8700.00,16.79K,0.99%,,
13-Mar-18,8753.50,8771.00,8990.00,8694.00,18.64K,-0.66%,,
12-Mar-18,8811.25,8706.05,8820.00,8686.30,22.11K,1.69%,,
9-Mar-18,8664.45,8740.20,8773.90,8652.55,16.25K,-0.79%,,
8-Mar-18,8733.10,8700.00,8768.95,8659.00,22.07K,0.62%,,
7-Mar-18,8679.00,8621.00,8707.50,8552.00,26.86K,0.70%,,
6-Mar-18,8618.65,8879.00,8884.75,8590.60,21.83K,-2.05%,,
5-Mar-18,8799.45,8890.00,8890.00,8783.00,17.39K,-0.86%,,
1-Mar-18,8876.10,8873.25,8939.60,8823.25,43.35K,0.03%,,
28-Feb-18,8873.15,8855.60,8935.00,8775.00,56.67K,-0.21%,,
27-Feb-18,8891.95,9080.00,9109.95,8865.40,34.04K,-1.22%,,
26-Feb-18,9001.80,8730.10,9060.00,8730.10,45.57K,3.41%,,
23-Feb-18,8705.30,8655.00,8735.00,8655.00,18.88K,0.63%,,
22-Feb-18,8650.40,8788.00,8788.00,8600.10,95.51K,-1.47%,,
21-Feb-18,8779.80,8760.00,8795.00,8714.55,16.88K,0.63%,,
20-Feb-18,8724.80,8740.00,8766.05,8655.60,47.90K,-0.18%,,
19-Feb-18,8740.15,8884.00,8884.00,8709.00,30.59K,-1.13%,,
16-Feb-18,8840.00,9025.00,9076.00,8815.00,72.60K,-2.00%,,
15-Feb-18,9020.80,9011.00,9089.00,9002.65,15.38K,0.12%,,
14-Feb-18,9010.00,9121.00,9156.70,8980.00,23.99K,-1.06%,,
12-Feb-18,9106.10,9000.00,9144.00,8980.00,32.34K,1.78%,,
9-Feb-18,8946.45,8929.00,8985.10,8875.00,36.57K,-0.89%,,
8-Feb-18,9027.05,8951.00,9057.00,8925.00,34.53K,1.20%,,
7-Feb-18,8919.90,9169.00,9169.00,8880.00,43.21K,-0.72%,,
6-Feb-18,8984.45,8749.00,9110.00,8500.00,157.64K,-1.15%,,
5-Feb-18,9088.70,8909.00,9115.00,8683.65,47.07K,0.98%,,
2-Feb-18,9000.30,9380.00,9380.00,8969.00,93.37K,-4.28%,,
1-Feb-18,9402.95,9530.20,9560.95,9314.55,43.88K,-1.17%,,
31-Jan-18,9514.15,9572.00,9584.00,9465.00,21.14K,-0.58%,,
30-Jan-18,9569.80,9647.00,9680.00,9557.15,29.28K,-0.67%,,
29-Jan-18,9634.50,9466.00,9715.00,9466.00,100.57K,3.85%,,
25-Jan-18,9277.20,9452.50,9499.90,9236.45,61.66K,-1.60%,,
24-Jan-18,9427.75,9402.05,9516.95,9331.00,101.12K,0.33%,,
23-Jan-18,9397.00,9369.00,9428.85,9300.00,32.38K,0.97%,,
22-Jan-18,9306.65,9326.05,9360.00,9285.00,97.43K,-0.16%,,
19-Jan-18,9321.35,9340.00,9395.45,9255.05,105.77K,-0.40%,,
18-Jan-18,9359.00,9340.50,9510.20,9334.85,39.62K,0.50%,,
17-Jan-18,9312.00,9340.00,9360.50,9257.10,28.88K,-0.09%,,
16-Jan-18,9320.50,9394.00,9408.95,9301.15,162.95K,-0.38%,,
15-Jan-18,9356.45,9500.00,9503.00,9340.00,27.51K,-1.10%,,
12-Jan-18,9460.30,9356.00,9485.00,9356.00,38.81K,1.27%,,
11-Jan-18,9341.50,9400.00,9441.00,9325.00,74.22K,-0.45%,,
10-Jan-18,9384.15,9395.00,9455.00,9322.55,22.30K,-0.03%,,
9-Jan-18,9386.75,9459.00,9490.00,9367.75,29.14K,-0.66%,,
8-Jan-18,9449.20,9489.00,9496.25,9419.95,18.01K,0.16%,,
5-Jan-18,9434.05,9425.05,9530.00,9415.00,33.21K,0.55%,,
4-Jan-18,9382.25,9433.20,9492.90,9335.00,32.11K,-0.37%,,
3-Jan-18,9416.75,9596.00,9635.15,9400.00,43.08K,-1.35%,,
2-Jan-18,9545.15,9694.00,9714.55,9531.00,347.63K,-1.24%,,
1-Jan-18,9665.45,9749.00,9790.00,9645.10,27.25K,-0.68%,,
29-Dec-17,9731.35,9640.00,9764.00,9640.00,63.73K,1.05%,,
28-Dec-17,9630.50,9700.00,9700.00,9610.00,32.83K,-0.17%,,
27-Dec-17,9647.15,9714.90,9750.05,9635.00,23.19K,-0.25%,,
26-Dec-17,9670.85,9749.90,9800.00,9630.90,36.54K,-0.30%,,
22-Dec-17,9700.25,9679.00,9822.95,9600.00,51.26K,0.74%,,
21-Dec-17,9629.15,9770.00,9820.00,9610.00,52.54K,-1.11%,,
20-Dec-17,9737.65,9970.00,10000.00,9711.00,96.57K,-0.68%,,
19-Dec-17,9804.50,9390.00,9855.00,9340.00,92.98K,5.33%,,
18-Dec-17,9308.05,9148.00,9345.00,9000.00,603.01K,1.57%,,
15-Dec-17,9164.00,9170.00,9237.00,9138.00,24.17K,0.51%,,
14-Dec-17,9117.95,9129.00,9145.00,9050.00,72.62K,0.08%,,
13-Dec-17,9110.60,9110.00,9175.00,9080.00,54.24K,-0.35%,,
12-Dec-17,9142.75,9150.00,9214.45,9101.10,26.15K,0.02%,,
11-Dec-17,9141.35,9100.00,9167.70,9090.00,631.59K,1.11%,,
8-Dec-17,9040.85,8912.00,9119.95,8910.00,287.87K,1.80%,,
7-Dec-17,8881.10,8612.00,8918.95,8610.00,39.79K,3.26%,,
6-Dec-17,8600.65,8500.00,8626.95,8455.35,98.54K,1.23%,,
5-Dec-17,8496.25,8519.00,8553.00,8479.00,11.61K,-0.20%,,
4-Dec-17,8512.90,8610.00,8650.00,8500.00,13.94K,-1.10%,,
1-Dec-17,8607.55,8645.25,8695.00,8595.00,18.91K,0.06%,,
30-Nov-17,8602.30,8661.00,8680.00,8581.85,61.27K,-0.77%,,
29-Nov-17,8668.95,8664.00,8695.00,8582.00,10.74K,0.50%,,
28-Nov-17,8626.20,8507.00,8650.00,8491.50,26.64K,1.40%,,
27-Nov-17,8506.90,8489.65,8514.95,8450.00,30.76K,0.23%,,
24-Nov-17,8487.70,8475.00,8534.00,8475.00,9.49K,0.07%,,
23-Nov-17,8481.85,8524.00,8525.00,8465.00,7.85K,-0.38%,,
22-Nov-17,8514.30,8422.00,8531.50,8422.00,16.04K,1.08%,,
21-Nov-17,8423.50,8425.00,8458.85,8401.00,9.96K,0.00%,,
20-Nov-17,8423.70,8355.00,8455.00,8355.00,25.65K,1.00%,,
17-Nov-17,8340.70,8165.50,8359.00,8165.50,22.08K,2.15%,,
16-Nov-17,8165.50,8145.00,8225.00,8138.00,12.24K,0.52%,,
15-Nov-17,8122.90,8127.95,8180.00,8090.00,8.51K,-0.06%,,
14-Nov-17,8128.00,8115.00,8182.85,8108.75,9.22K,0.25%,,
13-Nov-17,8107.85,8192.50,8218.30,8083.55,8.66K,-0.70%,,
10-Nov-17,8164.95,8204.00,8229.70,8108.10,14.60K,-0.45%,,
9-Nov-17,8201.95,8260.00,8275.00,8155.10,16.36K,-0.34%,,
8-Nov-17,8229.75,8220.00,8284.95,8204.00,13.39K,-0.07%,,
7-Nov-17,8235.25,8359.90,8359.90,8223.00,18.27K,-0.80%,,
6-Nov-17,8301.55,8239.50,8370.45,8209.00,22.29K,1.04%,,
3-Nov-17,8216.40,8250.00,8250.00,8180.05,12.34K,0.01%,,
2-Nov-17,8215.30,8246.00,8270.00,8204.00,18.14K,-0.24%,,
1-Nov-17,8235.05,8230.00,8259.95,8170.00,37.14K,0.22%,,
31-Oct-17,8217.10,8197.00,8240.00,8169.00,14.56K,0.29%,,
30-Oct-17,8193.55,8205.00,8282.85,8171.00,41.47K,0.97%,,
27-Oct-17,8114.80,8135.00,8242.40,8070.00,68.33K,0.47%,,
26-Oct-17,8076.50,7898.60,8095.00,7866.85,30.11K,2.60%,,
25-Oct-17,7871.80,7900.10,7940.00,7821.05,10.36K,-0.05%,,
24-Oct-17,7875.35,7851.00,7931.80,7843.35,18.19K,0.72%,,
23-Oct-17,7819.40,7750.00,7851.50,7717.60,17.86K,1.07%,,
19-Oct-17,7736.35,7800.00,7849.00,7690.05,13.05K,-0.68%,,
18-Oct-17,7789.60,7872.00,7872.00,7750.00,26.92K,-0.76%,,
17-Oct-17,7849.55,7847.00,7899.00,7839.00,15.70K,0.03%,,
16-Oct-17,7847.50,7885.00,7935.00,7825.65,13.81K,-0.31%,,
13-Oct-17,7872.20,7851.00,7938.00,7851.00,13.25K,-0.41%,,
12-Oct-17,7904.40,7839.00,7924.00,7836.20,15.42K,1.08%,,
11-Oct-17,7820.05,7899.90,7902.95,7805.00,23.01K,-0.98%,,
10-Oct-17,7897.75,7892.75,7930.00,7885.65,15.62K,0.06%,,
9-Oct-17,7892.75,7935.50,7958.90,7866.00,16.46K,-0.22%,,
6-Oct-17,7909.85,7855.00,7923.45,7850.00,15.99K,0.91%,,
5-Oct-17,7838.40,7860.00,7899.90,7810.00,20.61K,-0.06%,,
4-Oct-17,7842.80,7914.40,7937.45,7830.00,18.34K,-0.58%,,
3-Oct-17,7888.50,8050.00,8065.00,7859.10,29.21K,-1.06%,,
29-Sep-17,7973.15,7935.00,8005.85,7932.00,32.99K,0.96%,,
28-Sep-17,7897.15,7820.00,7916.55,7651.40,50.82K,2.11%,,
27-Sep-17,7733.90,7929.00,7984.00,7696.30,41.43K,-1.92%,,
26-Sep-17,7885.55,7965.00,7975.80,7860.20,32.88K,-0.85%,,
25-Sep-17,7952.80,8060.00,8089.95,7861.25,129.66K,-1.51%,,
22-Sep-17,8074.55,8129.00,8173.40,8050.00,20.14K,-0.71%,,
21-Sep-17,8132.65,8110.00,8179.00,8080.00,11.03K,0.13%,,
20-Sep-17,8122.05,8145.55,8155.45,8105.00,6.94K,-0.32%,,
19-Sep-17,8148.30,8199.00,8199.00,8140.00,9.40K,-0.08%,,
18-Sep-17,8154.45,8158.00,8182.95,8139.65,11.30K,0.82%,,
15-Sep-17,8088.20,8071.25,8122.00,8048.00,17.14K,0.21%,,
14-Sep-17,8071.25,8159.00,8160.00,8045.00,17.17K,-0.61%,,
13-Sep-17,8121.05,8199.00,8199.00,8093.20,20.34K,-0.49%,,
12-Sep-17,8161.10,8199.00,8200.00,8115.00,21.28K,0.20%,,
11-Sep-17,8145.00,7990.00,8169.00,7970.35,38.41K,2.16%,,
8-Sep-17,7972.80,7920.00,7987.00,7895.10,23.07K,0.77%,,
7-Sep-17,7912.20,7870.50,7941.00,7861.05,15.15K,0.78%,,
6-Sep-17,7851.15,7811.00,7903.40,7775.00,23.93K,0.45%,,
5-Sep-17,7816.30,7825.00,7855.90,7805.05,11.84K,0.16%,,
4-Sep-17,7803.75,7870.00,7875.00,7763.00,30.13K,-0.11%,,
1-Sep-17,7812.70,7765.00,7838.65,7724.35,32.84K,1.43%,,
31-Aug-17,7702.50,7579.00,7720.00,7547.00,28.31K,1.76%,,
30-Aug-17,7569.50,7576.00,7633.05,7545.00,19.25K,0.58%,,
29-Aug-17,7525.85,7579.00,7583.65,7501.00,17.73K,-0.83%,,
28-Aug-17,7589.10,7625.00,7642.00,7570.10,16.24K,-0.17%,,
24-Aug-17,7601.95,7540.00,7625.00,7490.90,18.05K,0.35%,,
23-Aug-17,7575.45,7510.00,7592.25,7501.00,14.20K,1.03%,,
22-Aug-17,7498.45,7522.00,7564.80,7488.00,14.93K,-0.20%,,
21-Aug-17,7513.85,7620.05,7659.40,7498.00,16.05K,-1.39%,,
18-Aug-17,7620.05,7575.00,7639.40,7533.35,18.42K,0.17%,,
17-Aug-17,7606.80,7763.90,7763.90,7586.00,22.84K,-1.23%,,
16-Aug-17,7701.60,7632.00,7811.00,7590.00,28.84K,1.11%,,
14-Aug-17,7617.25,7588.00,7642.95,7522.50,27.54K,2.21%,,
11-Aug-17,7452.85,7500.00,7519.20,7377.75,33.23K,-1.68%,,
10-Aug-17,7580.45,7635.00,7640.00,7540.00,17.36K,-1.16%,,
9-Aug-17,7669.20,7756.45,7794.65,7643.00,27.41K,-1.12%,,
8-Aug-17,7756.45,7848.00,7885.05,7740.00,19.21K,-1.06%,,
7-Aug-17,7839.45,7779.00,7893.60,7772.00,29.00K,0.78%,,
4-Aug-17,7778.70,7739.50,7807.80,7735.70,15.35K,0.51%,,
3-Aug-17,7739.00,7809.00,7828.00,7708.10,22.51K,-0.98%,,
2-Aug-17,7815.70,7866.00,7886.35,7800.00,25.34K,-0.55%,,
1-Aug-17,7859.10,7732.00,7920.00,7729.05,68.48K,1.96%,,
31-Jul-17,7707.95,7640.00,7779.00,7640.00,63.59K,1.13%,,
28-Jul-17,7621.95,7605.00,7670.00,7587.55,31.32K,0.39%,,
27-Jul-17,7592.30,7600.00,7679.00,7542.80,144.65K,0.19%,,
26-Jul-17,7577.95,7532.00,7600.00,7503.10,18.88K,0.84%,,
25-Jul-17,7514.85,7565.00,7572.40,7496.10,18.17K,-0.49%,,
24-Jul-17,7551.90,7545.15,7568.45,7496.15,12.74K,0.32%,,
21-Jul-17,7527.60,7500.00,7540.00,7447.65,15.86K,0.49%,,
20-Jul-17,7490.70,7560.90,7580.00,7481.05,16.12K,-0.93%,,
