"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 15, 2012","1,144.55","1,194.00","1,227.20","1,094.60","1.67M","-3.30%"
"Jul 08, 2012","1,183.65","1,216.80","1,229.00","1,176.15","239.64K","-2.72%"
"Jul 01, 2012","1,216.70","1,175.15","1,249.70","1,154.15","444.02K","4.01%"
"Jun 24, 2012","1,169.75","1,109.40","1,176.00","1,104.00","353.41K","6.21%"
"Jun 17, 2012","1,101.40","1,115.00","1,127.00","1,065.00","395.10K","-0.60%"
"Jun 10, 2012","1,108.00","1,139.90","1,154.00","1,074.00","566.05K","-1.47%"
"Jun 03, 2012","1,124.55","1,075.00","1,146.70","1,052.00","356.39K","4.72%"
"May 27, 2012","1,073.90","1,125.00","1,155.95","1,070.00","501.87K","-3.86%"
"May 20, 2012","1,117.05","1,174.00","1,224.10","1,108.45","402.44K","-4.12%"
"May 13, 2012","1,165.10","1,234.55","1,256.75","1,155.25","339.61K","-5.58%"
"May 06, 2012","1,234.00","1,278.00","1,332.05","1,218.50","237.51K","-3.83%"
"Apr 29, 2012","1,283.15","1,398.10","1,400.00","1,263.00","279.35K","-6.97%"
"Apr 22, 2012","1,379.30","1,390.10","1,408.90","1,350.15","229.95K","-0.83%"
"Apr 15, 2012","1,390.85","1,318.00","1,415.00","1,311.30","224.62K","5.10%"
"Apr 08, 2012","1,323.35","1,310.00","1,350.00","1,262.10","236.01K","0.38%"
"Apr 01, 2012","1,318.35","1,354.00","1,364.95","1,303.10","155.75K","-2.28%"
"Mar 25, 2012","1,349.10","1,320.00","1,353.25","1,253.55","268.86K","3.09%"
"Mar 18, 2012","1,308.60","1,374.00","1,377.25","1,286.00","287.42K","-4.74%"
"Mar 11, 2012","1,373.65","1,360.00","1,428.20","1,328.00","441.34K","2.37%"
"Mar 04, 2012","1,341.90","1,329.00","1,356.80","1,280.40","283.67K","1.42%"
"Feb 26, 2012","1,323.15","1,288.40","1,335.45","1,237.00","526.55K","3.02%"
"Feb 19, 2012","1,284.35","1,324.95","1,336.60","1,271.05","241.76K","-2.70%"
"Feb 12, 2012","1,320.00","1,242.95","1,375.00","1,216.35","556.44K","6.00%"
"Feb 05, 2012","1,245.25","1,247.00","1,280.00","1,233.60","328.46K","0.87%"
"Jan 29, 2012","1,234.50","1,200.00","1,248.80","1,168.50","459.82K","2.18%"
"Jan 22, 2012","1,208.15","1,085.00","1,215.60","1,070.00","1.24M","9.92%"
"Jan 15, 2012","1,099.10","974.00","1,143.95","970.00","958.73K","12.57%"
"Jan 08, 2012","976.40","955.00","1,008.50","948.00","335.70K","2.87%"
"Jan 01, 2012","949.15","930.00","968.50","916.85","329.39K","3.16%"
"Dec 25, 2011","920.05","981.00","990.95","912.10","257.86K","-5.58%"
"Dec 18, 2011","974.40","921.00","988.00","905.55","323.29K","4.80%"
"Dec 11, 2011","929.80","989.85","991.00","911.85","326.54K","-5.67%"
"Dec 04, 2011","985.70","987.95","1,015.50","956.45","387.44K","-0.62%"
"Nov 27, 2011","991.85","965.00","1,008.00","951.30","517.49K","4.40%"
"Nov 20, 2011","950.05","940.80","996.50","931.10","489.59K","0.99%"
"Nov 13, 2011","940.70","1,070.00","1,071.70","910.00","476.05K","-11.19%"
"Nov 06, 2011","1,059.20","1,134.00","1,134.70","1,039.00","191.34K","-5.71%"
"Oct 30, 2011","1,123.35","1,075.80","1,152.00","1,059.45","739.17K","-0.41%"
"Oct 23, 2011","1,128.00","1,115.00","1,178.00","1,105.10","317.45K","3.27%"
"Oct 16, 2011","1,092.30","1,028.45","1,117.55","1,010.45","624.01K","6.21%"
"Oct 09, 2011","1,028.45","1,087.00","1,090.00","1,022.10","479.36K","-7.60%"
"Oct 02, 2011","1,113.10","1,084.90","1,129.85","1,075.00","319.03K","2.93%"
"Sep 25, 2011","1,081.40","1,100.00","1,115.00","1,058.25","293.70K","-0.47%"
"Sep 18, 2011","1,086.55","1,100.00","1,161.00","1,049.00","662.78K","-1.82%"
"Sep 11, 2011","1,106.65","1,099.65","1,117.20","1,045.00","562.97K","0.33%"
"Sep 04, 2011","1,103.05","1,061.00","1,149.30","1,061.00","303.44K","2.04%"
"Aug 28, 2011","1,081.05","1,085.00","1,106.80","1,057.00","303.38K","0.07%"
"Aug 21, 2011","1,080.25","1,163.00","1,174.90","1,048.00","225.50K","-7.07%"
"Aug 14, 2011","1,162.45","1,251.10","1,258.00","1,133.30","149.77K","-6.77%"
"Aug 07, 2011","1,246.90","1,187.00","1,287.00","1,165.00","602.19K","4.50%"
"Jul 31, 2011","1,193.15","1,210.10","1,228.00","1,162.00","721.05K","-1.22%"
"Jul 24, 2011","1,207.90","1,160.00","1,224.90","1,152.10","474.38K","3.94%"
"Jul 17, 2011","1,162.10","1,174.90","1,188.00","1,147.00","95.58K","-1.06%"
"Jul 10, 2011","1,174.50","1,175.00","1,185.00","1,141.00","130.76K","-0.82%"
"Jul 03, 2011","1,184.25","1,150.00","1,201.00","1,133.00","162.13K","3.56%"
"Jun 26, 2011","1,143.55","1,113.80","1,186.80","1,105.50","303.44K","1.99%"
"Jun 19, 2011","1,121.25","1,182.00","1,182.00","1,087.15","341.64K","-3.95%"
"Jun 12, 2011","1,167.40","1,223.00","1,237.05","1,164.00","485.58K","-5.07%"
"Jun 05, 2011","1,229.75","1,221.00","1,247.00","1,191.10","307.74K","-0.31%"
"May 29, 2011","1,233.55","1,224.60","1,259.00","1,205.10","380.47K","1.48%"
"May 22, 2011","1,215.60","1,215.00","1,227.00","1,192.00","93.31K","-0.56%"
"May 15, 2011","1,222.40","1,205.00","1,234.50","1,188.60","163.62K","-0.16%"
"May 08, 2011","1,224.30","1,268.90","1,278.00","1,216.00","164.34K","-3.51%"
"May 01, 2011","1,268.85","1,320.00","1,333.90","1,235.60","255.58K","-3.86%"
"Apr 24, 2011","1,319.75","1,310.00","1,335.00","1,286.10","482.64K","1.01%"
"Apr 17, 2011","1,306.60","1,258.40","1,314.00","1,230.00","234.36K","3.83%"
"Apr 10, 2011","1,258.40","1,254.00","1,284.00","1,216.80","108.07K","0.33%"
"Apr 03, 2011","1,254.20","1,286.00","1,329.10","1,250.00","304.86K","-1.58%"
"Mar 27, 2011","1,274.35","1,189.00","1,296.00","1,181.10","466.21K","7.83%"
"Mar 20, 2011","1,181.80","1,161.00","1,185.00","1,125.90","390.82K","2.03%"
"Mar 13, 2011","1,158.30","1,245.00","1,283.00","1,150.00","468.45K","-7.54%"
"Mar 06, 2011","1,252.70","1,276.65","1,289.95","1,239.20","305.60K","-4.65%"
"Feb 27, 2011","1,313.75","1,184.00","1,345.00","1,158.00","419.38K","12.21%"
"Feb 20, 2011","1,170.75","1,240.00","1,240.00","1,145.50","209.46K","-4.72%"
"Feb 13, 2011","1,228.80","1,206.00","1,256.00","1,199.00","135.57K","3.76%"
"Feb 06, 2011","1,184.30","1,209.00","1,209.00","1,146.00","112.46K","0.09%"
"Jan 30, 2011","1,183.20","1,192.00","1,271.90","1,170.00","341.30K","-4.08%"
"Jan 23, 2011","1,233.55","1,261.00","1,309.00","1,225.00","116.43K","-1.63%"
"Jan 16, 2011","1,253.95","1,289.95","1,298.40","1,243.05","100.66K","-1.67%"
"Jan 09, 2011","1,275.30","1,348.00","1,348.00","1,270.00","231.82K","-5.08%"
"Jan 02, 2011","1,343.60","1,430.00","1,452.20","1,340.05","351.21K","-5.42%"
"Dec 26, 2010","1,420.60","1,399.00","1,437.50","1,385.50","127.78K","2.04%"
"Dec 19, 2010","1,392.25","1,385.00","1,454.90","1,346.80","248.52K","0.76%"
"Dec 12, 2010","1,381.70","1,415.00","1,433.00","1,366.00","91.33K","-2.12%"
"Dec 05, 2010","1,411.65","1,405.00","1,446.00","1,368.00","205.88K","0.85%"
"Nov 28, 2010","1,399.70","1,367.00","1,450.00","1,364.85","206.93K","2.55%"
"Nov 21, 2010","1,364.85","1,406.00","1,467.80","1,335.20","198.66K","-2.94%"
"Nov 14, 2010","1,406.20","1,461.00","1,461.00","1,377.00","162.22K","-3.36%"
"Nov 07, 2010","1,455.15","1,500.00","1,514.00","1,444.10","157.71K","-3.86%"
"Oct 31, 2010","1,513.60","1,558.00","1,599.90","1,487.05","189.96K","-2.42%"
"Oct 24, 2010","1,551.20","1,507.05","1,583.00","1,500.00","383.64K","3.21%"
"Oct 17, 2010","1,502.95","1,509.00","1,525.65","1,480.00","221.86K","-0.37%"
"Oct 10, 2010","1,508.50","1,501.00","1,572.00","1,485.00","1.13M","0.75%"
"Oct 03, 2010","1,497.30","1,493.85","1,544.00","1,471.15","334.65K","0.99%"
"Sep 26, 2010","1,482.60","1,494.00","1,496.00","1,385.85","299.88K","0.10%"
"Sep 19, 2010","1,481.05","1,387.00","1,484.90","1,379.10","586.47K","6.78%"
"Sep 12, 2010","1,387.05","1,320.00","1,411.60","1,314.35","844.10K","5.50%"
"Sep 05, 2010","1,314.80","1,281.00","1,336.90","1,275.55","259.47K","3.36%"
"Aug 29, 2010","1,272.05","1,231.00","1,292.00","1,225.15","700.16K","4.44%"
"Aug 22, 2010","1,217.95","1,245.00","1,253.00","1,210.00","267.14K","-1.73%"
"Aug 15, 2010","1,239.35","1,250.00","1,271.20","1,237.00","274.00K","-0.78%"
"Aug 08, 2010","1,249.05","1,225.95","1,254.00","1,202.10","495.55K","2.28%"
"Aug 01, 2010","1,221.20","1,215.00","1,240.00","1,201.90","648.26K","1.92%"
"Jul 25, 2010","1,198.15","1,300.00","1,300.00","1,182.00","2.86M","-11.79%"
"Jul 18, 2010","1,358.25","1,366.40","1,391.00","1,346.00","548.95K","-1.54%"
"Jul 11, 2010","1,379.55","1,430.00","1,431.90","1,305.00","214.80K","-3.06%"
"Jul 04, 2010","1,423.10","1,405.00","1,430.90","1,378.00","303.08K","1.05%"
"Jun 27, 2010","1,408.35","1,385.00","1,434.00","1,370.80","486.55K","0.81%"
"Jun 20, 2010","1,397.05","1,365.00","1,421.75","1,358.50","601.29K","3.39%"
"Jun 13, 2010","1,351.20","1,363.00","1,386.00","1,332.55","348.66K","-0.39%"
"Jun 06, 2010","1,356.45","1,285.55","1,364.90","1,285.55","462.63K","1.91%"
"May 30, 2010","1,331.05","1,240.00","1,335.00","1,224.25","759.17K","8.83%"
"May 23, 2010","1,223.10","1,257.85","1,257.85","1,181.00","326.40K","-1.53%"
"May 16, 2010","1,242.15","1,248.00","1,256.60","1,171.00","360.45K","-1.26%"
"May 09, 2010","1,257.95","1,285.00","1,305.00","1,246.00","348.78K","-1.36%"
"May 02, 2010","1,275.35","1,280.00","1,293.90","1,235.00","476.89K","-0.34%"
"Apr 25, 2010","1,279.75","1,384.90","1,386.05","1,258.35","1.56M","-6.03%"
"Apr 18, 2010","1,361.80","1,324.00","1,398.00","1,324.00","294.49K","0.80%"
"Apr 11, 2010","1,350.95","1,394.00","1,396.00","1,345.10","279.70K","-2.19%"
"Apr 04, 2010","1,381.15","1,403.90","1,450.00","1,369.55","436.15K","-0.69%"
"Mar 28, 2010","1,390.70","1,398.00","1,444.90","1,385.00","342.81K","-0.39%"
"Mar 21, 2010","1,396.20","1,405.15","1,423.40","1,361.00","314.16K","-2.30%"
"Mar 14, 2010","1,429.00","1,463.00","1,474.00","1,409.20","490.55K","-2.36%"
"Mar 07, 2010","1,463.60","1,470.00","1,519.90","1,457.00","675.73K","0.44%"
"Feb 28, 2010","1,457.15","1,475.00","1,502.80","1,450.00","557.84K","-0.44%"
"Feb 21, 2010","1,463.55","1,389.80","1,491.00","1,310.00","957.49K","6.81%"
"Feb 14, 2010","1,370.30","1,365.00","1,385.90","1,330.00","400.46K","1.11%"
"Feb 07, 2010","1,355.20","1,375.00","1,386.85","1,330.00","357.47K","-0.28%"
"Jan 31, 2010","1,359.05","1,387.00","1,419.40","1,321.20","559.50K","-2.23%"
"Jan 24, 2010","1,390.10","1,459.90","1,487.85","1,345.60","824.68K","-3.45%"
"Jan 17, 2010","1,439.70","1,425.00","1,481.80","1,409.00","1.05M","1.64%"
"Jan 10, 2010","1,416.50","1,448.00","1,470.00","1,411.00","597.56K","-1.14%"
"Jan 03, 2010","1,432.85","1,584.70","1,597.00","1,420.30","1.22M","-8.13%"
"Dec 27, 2009","1,559.65","1,570.00","1,583.75","1,541.25","168.73K","-0.35%"
"Dec 20, 2009","1,565.10","1,547.00","1,587.70","1,515.00","410.34K","1.07%"
"Dec 13, 2009","1,548.55","1,565.00","1,624.00","1,534.00","423.86K","-2.42%"
"Dec 06, 2009","1,586.90","1,595.00","1,630.00","1,525.00","656.65K","-0.52%"
"Nov 29, 2009","1,595.25","1,570.00","1,648.00","1,552.20","593.07K","1.99%"
"Nov 22, 2009","1,564.10","1,542.00","1,657.90","1,510.00","578.28K","1.40%"
"Nov 15, 2009","1,542.45","1,485.00","1,575.90","1,485.00","916.16K","4.23%"
"Nov 08, 2009","1,479.80","1,499.90","1,504.90","1,366.75","871.65K","0.44%"
"Nov 01, 2009","1,473.35","1,410.00","1,520.00","1,400.00","485.93K","5.01%"
"Oct 25, 2009","1,403.00","1,530.00","1,545.00","1,368.50","814.00K","-7.54%"
"Oct 18, 2009","1,517.35","1,530.00","1,566.00","1,463.00","564.67K","0.14%"
"Oct 11, 2009","1,515.25","1,498.00","1,554.80","1,475.25","675.48K","2.74%"
"Oct 04, 2009","1,474.85","1,640.00","1,645.00","1,465.55","1.23M","-10.67%"
"Sep 27, 2009","1,651.00","1,642.00","1,740.00","1,626.00","372.30K","0.62%"
"Sep 20, 2009","1,640.75","1,640.00","1,685.90","1,609.00","430.09K","-0.01%"
