"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 30, 2014","106.60","107.20","109.60","104.55","23.80M","-0.79%"
"Mar 23, 2014","107.45","100.95","108.25","100.65","33.21M","6.54%"
"Mar 16, 2014","100.85","98.50","103.45","98.50","31.50M","2.54%"
"Mar 09, 2014","98.35","98.75","100.00","97.70","33.05M","-0.66%"
"Mar 02, 2014","99.00","94.10","99.45","93.85","28.81M","4.76%"
"Feb 23, 2014","94.50","95.25","96.20","93.25","32.41M","-0.84%"
"Feb 16, 2014","95.30","95.10","96.10","94.25","12.39M","0.05%"
"Feb 09, 2014","95.25","97.35","98.00","94.90","20.05M","-2.31%"
"Feb 02, 2014","97.50","95.15","97.85","94.70","20.10M","2.09%"
"Jan 26, 2014","95.50","97.40","98.90","95.00","38.66M","-2.65%"
"Jan 19, 2014","98.10","97.00","98.90","97.00","30.70M","0.87%"
"Jan 12, 2014","97.25","96.80","99.50","96.70","29.62M","-0.21%"
"Jan 05, 2014","97.45","101.00","101.00","96.55","36.37M","-3.23%"
"Dec 29, 2013","100.70","99.40","102.75","98.60","37.72M","0.90%"
"Dec 22, 2013","99.80","99.00","100.10","97.35","67.64M","0.40%"
"Dec 15, 2013","99.40","97.00","101.70","94.75","427.74M","1.95%"
"Dec 08, 2013","97.50","99.50","101.85","97.00","50.08M","-1.47%"
"Dec 01, 2013","98.95","92.10","99.90","92.10","47.77M","4.05%"
"Nov 24, 2013","95.10","93.70","95.60","91.65","35.20M","1.28%"
"Nov 17, 2013","93.90","96.30","96.70","92.70","15.37M","-2.19%"
"Nov 10, 2013","96.00","95.90","96.70","94.20","11.30M","-0.05%"
"Nov 03, 2013","96.05","98.40","98.85","93.65","24.92M","-1.89%"
"Oct 27, 2013","97.90","100.30","102.50","97.60","18.86M","-2.30%"
"Oct 20, 2013","100.20","99.50","103.60","98.20","15.37M","0.70%"
"Oct 13, 2013","99.50","99.00","100.15","97.05","18.54M","0.56%"
"Oct 06, 2013","98.95","97.55","99.90","96.55","12.99M","1.02%"
"Sep 29, 2013","97.95","98.20","100.25","96.75","21.02M","-1.01%"
"Sep 22, 2013","98.95","100.10","100.90","98.05","16.06M","-2.61%"
"Sep 15, 2013","101.60","99.75","104.15","98.55","28.20M","1.85%"
"Sep 08, 2013","99.75","99.25","103.55","98.05","14.41M","0.81%"
"Sep 01, 2013","98.95","97.70","100.45","94.15","23.58M","1.33%"
"Aug 25, 2013","97.65","97.70","103.25","92.15","41.09M","-0.15%"
"Aug 18, 2013","97.80","97.10","98.85","94.75","32.96M","-0.20%"
"Aug 11, 2013","98.00","96.50","99.05","94.00","21.05M","2.08%"
"Aug 04, 2013","96.00","91.95","97.00","87.70","24.01M","5.09%"
"Jul 28, 2013","91.35","109.20","109.65","86.55","25.25M","-15.69%"
"Jul 21, 2013","108.35","110.70","112.25","106.30","11.32M","-2.69%"
"Jul 14, 2013","111.35","109.95","112.20","108.30","14.43M","0.95%"
"Jul 07, 2013","110.30","107.50","111.40","104.80","15.12M","2.51%"
"Jun 30, 2013","107.60","110.50","113.30","106.25","11.83M","-3.32%"
